fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;alc_over_density;free_tot_so2_ratio;sulphates_chlorides;citric_over_volatile;sugar_over_density
8.7;0.82;0.02;1.2;0.07;36.0;48.0;0.9952;3.2;0.58;9.8;9.847256986277145;0.7499999843750004;8.285595920058283;0.024390214158275417;1.2057865697482217
7.6;0.4;0.29;1.9;0.078;29.0;66.0;0.9971;3.45;0.59;9.5;9.52762057203834;0.4393939327364556;7.564005589671927;0.7249981875045312;1.9055241144076678
6.6;0.705;0.07;1.6;0.076;6.0;15.0;0.9962;3.44;0.58;10.7;10.740804315594945;0.39999997333333515;7.631478533177194;0.09929063930405774;1.606101579902048
10.0;0.32;0.59;2.2;0.077;3.0;15.0;0.9994;3.2;0.78;9.6;9.605753846554085;0.19999998666666757;10.129738574823705;1.8437442382992553;2.2013185898353114
6.6;0.96;0.0;1.8;0.082;5.0;16.0;0.9936;3.5;0.44;11.9;11.976638509824365;0.3124999804687512;5.365788222094852;0.0;1.811592379637299
6.9;0.4;0.24;2.5;0.083;30.0;45.0;0.9959;3.26;0.58;10.0;10.041158709550446;0.6666666518518523;6.987867616052818;0.59999850000375;2.5102896773876116
7.7;0.6;0.06;2.0;0.079;19.0;41.0;0.99697;3.39;0.62;10.1;10.13068584743187;0.4634146228435458;7.848001924026278;0.09999983333361111;2.0060764054320535
7.5;0.51;0.02;1.7;0.084;13.0;31.0;0.99538;3.36;0.54;10.5;10.548724558736804;0.4193548251821024;6.428494898870252;0.039215609381158076;1.707888738081197
8.9;0.4;0.51;2.6;0.052;13.0;27.0;0.995;3.32;0.9;13.4;13.467323148418947;0.48148146364883465;17.307359473856273;1.2749968125079687;2.6130627004394973
12.8;0.84;0.63;2.4;0.088;13.0;35.0;0.9997;3.1;0.6;10.4;10.403110530048485;0.37142856081632686;6.818104339723412;0.74999910714392;2.400717814626573
8.4;0.29;0.4;1.7;0.067;8.0;20.0;0.99603;3.39;0.6;10.5;10.541840565203293;0.399999980000001;8.955090222533991;1.379305588601419;1.7067741867471995
8.3;0.28;0.48;2.1;0.093;6.0;12.0;0.99408;3.26;0.62;12.4;12.473832615249663;0.4999999583333368;6.666594982849647;1.7142795918586005;2.1125039106471206
6.4;0.64;0.21;1.8;0.081;14.0;31.0;0.99689;3.59;0.66;9.8;9.830563221054257;0.45161288865764876;8.148047554968457;0.32812448730548854;1.8056136528467004
7.4;0.67;0.12;1.6;0.186;5.0;21.0;0.996;3.39;0.54;9.5;9.538143033992938;0.23809522675737013;2.903210197794636;0.17910421029222343;1.6064240899356528
7.9;0.53;0.24;2.0;0.072;15.0;105.0;0.996;3.27;0.54;9.4;9.43774152837196;0.14285714149659864;7.499895834780073;0.45282933428427485;2.008030112419566
9.7;0.66;0.34;2.6;0.094;12.0;88.0;0.99796;3.26;0.66;10.1;10.120635976756606;0.13636363481404962;7.021201902107425;0.5151507346200991;2.6053122316403146
5.3;0.47;0.11;2.2;0.048;16.0;89.0;0.99182;3.54;0.88;13.6;13.712151688661562;0.17977527887892947;18.3329513968459;0.23404205522966975;2.218142184930547
7.1;0.34;0.28;2.0;0.082;31.0;68.0;0.99694;3.45;0.48;9.4;9.428842830217635;0.45588234623702434;5.853587151376202;0.8235269896265012;2.0061367723867307
7.3;0.835;0.03;2.1;0.092;10.0;19.0;0.9966;3.39;0.47;9.6;9.632741689000913;0.5263157617728547;5.108640123476919;0.035928100684909356;2.1071622444689497
7.5;0.63;0.27;2.0;0.083;17.0;91.0;0.99616;3.26;0.58;9.8;9.837767188235636;0.18681318476029468;6.987867616052818;0.42857074830039954;2.007707589435844
6.3;0.47;0.0;1.4;0.055;27.0;33.0;0.9922;3.45;0.48;12.3;12.396681720740052;0.8181817933884306;8.727114052471773;0.0;1.4110044234988677
9.1;0.775;0.22;2.2;0.079;12.0;48.0;0.9976;3.18;0.51;9.6;9.62308578279292;0.2499999947916668;6.455614485892584;0.28387060145728843;2.2052904918900444
8.6;0.47;0.27;2.3;0.055;14.0;28.0;0.99516;3.18;0.8;11.2;11.254460333554066;0.49999998214285774;14.545190087452957;0.5744668628364622;2.3111838184977103
9.1;0.66;0.15;3.2;0.097;9.0;59.0;0.99976;3.28;0.54;9.6;9.60229494849269;0.15254237029589204;5.566952918011155;0.2272723829206319;3.2007649828308966
8.9;0.5;0.21;2.2;0.088;21.0;39.0;0.99692;3.33;0.83;11.1;11.13428245568104;0.5384615246548328;9.431711003284054;0.41999916000167997;2.2067947209457923
7.1;0.59;0.0;2.2;0.078;26.0;44.0;0.99522;3.42;0.68;10.8;10.851861043928936;0.5909090774793392;8.717836950808323;0.0;2.210564286726265
7.4;0.6;0.26;2.1;0.083;17.0;91.0;0.99616;3.29;0.56;9.8;9.837767188235636;0.18681318476029468;6.746906663775135;0.4333326111123148;2.1080929689076364
9.9;0.5;0.5;13.8;0.205;48.0;82.0;1.00242;3.16;0.75;8.8;8.77874665434982;0.5853658465199287;3.658518738932981;0.999998000004;13.766670889775853
6.7;0.58;0.08;1.8;0.097;15.0;65.0;0.9959;3.28;0.54;9.2;9.23786601278641;0.23076922721893497;5.566952918011155;0.13793079667104022;1.8074085677190805
6.8;0.68;0.21;2.1;0.07;9.0;23.0;0.99546;3.38;0.6;10.3;10.346964873561094;0.39130433081285515;8.571306124198225;0.3088230752601834;2.1095753625707085
7.7;0.57;0.21;1.5;0.069;4.0;9.0;0.99458;3.16;0.54;9.8;9.853395550488095;0.44444439506173394;7.825973536615411;0.36842040627998895;1.5081727883400144
7.7;0.935;0.43;2.2;0.114;22.0;114.0;0.997;3.25;0.73;9.2;9.227673793707327;0.19298245444752232;6.403452601292971;0.45989255626464565;2.206617646321318
8.5;0.32;0.42;2.3;0.075;12.0;19.0;0.99434;3.14;0.71;11.8;11.867156237146009;0.6315789141274255;9.466540446127384;1.3124958984503174;2.313089775036934
7.4;0.64;0.07;1.8;0.1;8.0;23.0;0.9961;3.3;0.58;9.6;9.637576912381375;0.34782607183364905;5.7999420005799935;0.10937482910182954;1.807045671071508
7.4;0.785;0.19;5.2;0.094;19.0;98.0;0.99713;3.16;0.52;9.6;9.627621646503819;0.19387754904206583;5.531856044084638;0.24203790823196403;5.2149617251895695
7.6;0.79;0.21;2.3;0.087;21.0;68.0;0.9955;3.12;0.44;9.2;9.24157785878668;0.3088235248702423;5.0574131331823775;0.26582244832601476;2.31039446469667
7.3;0.305;0.39;1.2;0.059;7.0;11.0;0.99331;3.29;0.52;11.5;11.577441506235207;0.636363578512402;8.81340994220437;1.2786843321825176;1.2080808528245432
9.9;0.35;0.38;1.5;0.058;31.0;47.0;0.99676;3.26;0.82;10.6;10.63444496724892;0.6595744540516074;14.13768728125377;1.0857111836823325;1.5048742878182433
6.6;0.88;0.04;2.2;0.066;12.0;20.0;0.99636;3.53;0.56;9.9;9.936157677789476;0.5999999700000015;8.484719928485932;0.04545449380171159;2.2080350395087724
6.4;0.63;0.21;1.6;0.08;12.0;32.0;0.99689;3.58;0.66;9.8;9.830563221054257;0.3749999882812504;8.249896876289046;0.33333280423364403;1.6049899136415113
7.2;0.695;0.13;2.0;0.076;12.0;20.0;0.99546;3.29;0.54;10.1;10.146052934268644;0.5999999700000015;7.105169668820148;0.18705009057540925;2.009119392924484
8.8;0.52;0.34;2.7;0.087;24.0;122.0;0.9982;3.26;0.61;9.5;9.517121301220897;0.1967213098629401;7.0114136619119325;0.6538448964521222;2.704866054031202
7.8;0.54;0.26;2.0;0.088;23.0;48.0;0.9981;3.41;0.74;9.2;9.217504040172287;0.479166656684028;8.408995352325542;0.4814805898507595;2.00380522612441
9.3;0.27;0.41;2.0;0.091;6.0;16.0;0.998;3.28;0.7;9.7;9.719429138848557;0.37499997656250145;7.692223162382831;1.5185128943966875;2.004006008010012
7.2;0.62;0.06;2.7;0.077;15.0;85.0;0.99746;3.51;0.54;9.5;9.524181897838611;0.17647058615916958;7.0128959364164105;0.0967740374612299;2.706872749912027
7.2;0.56;0.26;2.0;0.083;13.0;100.0;0.99586;3.26;0.52;9.9;9.941146404970173;0.1299999987;6.264984759219768;0.4642848852055621;2.008312405044479
8.6;0.52;0.38;1.5;0.096;5.0;18.0;0.99666;3.2;0.52;9.4;9.431491750956443;0.27777776234567986;5.416610243643295;0.7307678254464894;1.505025279407943
8.2;0.28;0.6;3.0;0.104;10.0;22.0;0.99828;3.39;0.68;10.6;10.618252776522842;0.4545454338842984;6.538398669243565;2.1428494898232504;3.0051658801479744
10.4;0.33;0.63;2.8;0.084;5.0;22.0;0.9998;3.26;0.74;11.2;11.20222924361948;0.2272727169421492;8.809418935488862;1.9090851239844728;2.80055731090487
8.1;0.38;0.48;1.8;0.157;5.0;17.0;0.9976;3.3;1.05;9.4;9.422604828984735;0.2941176297577865;6.687855491366297;1.2631545706458667;1.8043285842736725
9.2;0.36;0.34;1.6;0.062;5.0;12.0;0.99667;3.2;0.67;10.5;10.53507125219857;0.41666663194444736;10.806277318107773;0.9444418209949419;1.6053441908112107
5.6;0.54;0.04;1.7;0.049;5.0;13.0;0.9942;3.72;0.58;11.4;11.466494199865018;0.3846153550295881;11.836493132793207;0.07407393690011685;1.7099158017342568
9.2;0.46;0.23;2.6;0.091;18.0;77.0;0.99922;3.15;0.51;9.4;9.407328308752518;0.2337662307303087;5.604334018307491;0.4999989130458412;2.602026979016654
7.2;0.61;0.08;4.0;0.082;26.0;108.0;0.99641;3.25;0.51;9.4;9.433858116781128;0.24074073851165984;6.219436348337215;0.13114732598799017;4.014407709268565
7.8;0.88;0.0;2.6;0.098;25.0;67.0;0.9968;3.2;0.68;9.8;9.831450811144853;0.37313432278903996;6.938704707094826;0.0;2.608344092752716
9.8;0.5;0.49;2.6;0.25;5.0;20.0;0.999;3.31;0.79;10.7;10.7106999892893;0.2499999875000006;3.15998736005056;0.9799980400039199;2.6025999973974
6.9;0.685;0.0;2.5;0.105;22.0;37.0;0.9966;3.46;0.57;10.6;10.636152281605176;0.5945945785244708;5.428519728383539;0.0;2.5085264815106547
10.0;0.59;0.31;2.2;0.09;26.0;62.0;0.9994;3.18;0.63;10.2;10.206113461963715;0.41935483194588985;6.99992222308641;0.5254228382663758;2.2013185898353114
9.7;0.295;0.4;1.5;0.073;14.0;21.0;0.99556;3.14;0.51;10.9;10.948600839124875;0.6666666349206364;6.986205668415502;1.3559276070250612;1.5066881888703956
7.7;0.41;0.76;1.8;0.611;8.0;45.0;0.9968;3.06;1.26;9.4;9.430167104567511;0.1777777738271606;2.062189750916938;1.8536540154780112;1.8057766795980341
6.8;0.67;0.15;1.8;0.118;13.0;20.0;0.9954;3.42;0.67;11.3;11.352208808309417;0.6499999675000016;5.677917983745901;0.22388026286527926;1.808316447341323
8.1;0.82;0.0;4.1;0.095;5.0;14.0;0.99854;3.36;0.53;9.6;9.61402686519632;0.3571428316326549;5.578888643277439;0.0;4.105990640344262
7.5;0.27;0.34;2.3;0.05;4.0;8.0;0.9951;3.4;0.64;11.0;11.05415430192513;0.4999999375000079;12.799744005119896;1.2592545953533507;2.311323172220709
7.3;0.67;0.02;2.2;0.072;31.0;92.0;0.99566;3.32;0.68;11.0666666666667;11.114894192568254;0.3369565180765596;9.44431327342676;0.029850701715370572;2.2095873997274174
7.4;0.36;0.29;2.6;0.087;26.0;72.0;0.99645;3.39;0.68;11.0;11.03917804287416;0.3611111060956791;7.81600211491822;0.8055533179074503;2.6092602646793472
8.3;0.3;0.49;3.8;0.09;11.0;24.0;0.99498;3.27;0.64;12.1;12.161036240893042;0.4583333142361119;7.111032099643338;1.633327888907037;3.8191684062308724
7.4;0.7;0.0;1.9;0.076;11.0;34.0;0.9978;3.51;0.56;9.4;9.42071615482446;0.32352940224913523;7.368324100998672;0.0;1.90418730789005
7.2;0.62;0.01;2.3;0.065;8.0;46.0;0.99332;3.32;0.51;11.8;11.879342126059955;0.17391303969754263;7.846033137951723;0.016129006243538316;2.315464990672703
8.4;0.52;0.22;2.7;0.084;4.0;18.0;0.99682;3.26;0.57;9.9;9.931572468878565;0.2222222098765439;6.785633504363042;0.4230761094690202;2.7086106733305177
6.8;0.48;0.25;2.0;0.076;29.0;61.0;0.9953;3.34;0.6;10.4;10.44910032241503;0.47540982827197004;7.894632965355719;0.5208322482661495;2.009442369695198
7.2;0.53;0.14;2.1;0.064;15.0;29.0;0.99323;3.35;0.61;12.1;12.182463092674313;0.5172413614744358;9.531101076545678;0.26415044499916035;2.1143117764145503
5.6;0.615;0.0;1.6;0.089;16.0;59.0;0.9943;3.58;0.52;9.9;9.956743481098782;0.2711864360815858;5.842630981674364;0.0;1.6091706636119245
8.6;0.38;0.36;3.0;0.081;30.0;119.0;0.997;3.2;0.56;9.4;9.428275397918357;0.25210083821764;6.913494895124752;0.9473659279844001;3.009024063165433
7.9;0.51;0.25;2.9;0.077;21.0;45.0;0.9974;3.49;0.96;12.1;12.131529846069936;0.46666665629629656;12.467370553629173;0.4901951172644759;2.9075567399671747
6.2;0.57;0.1;2.1;0.048;4.0;11.0;0.99448;3.44;0.76;10.8;10.859935986710656;0.3636363305785154;15.833003479094184;0.17543828870475667;2.111654219638183
7.0;0.43;0.02;1.9;0.08;15.0;28.0;0.99492;3.35;0.81;10.6;10.654112236046881;0.5357142665816333;10.124873439082013;0.04651151974065177;1.909699363065007
9.6;0.88;0.28;2.4;0.086;30.0;147.0;0.9979;3.24;0.53;9.4;9.419772101641346;0.20408163126475082;6.16271903815072;0.31818145661198116;2.4050481961637473
6.2;0.58;0.0;1.6;0.065;8.0;18.0;0.9966;3.56;0.84;9.4;9.432059570480062;0.4444444197530878;12.922878109567543;0.0;1.605456948166819
8.6;0.635;0.68;1.8;0.403;19.0;56.0;0.99632;3.02;1.15;9.3;9.334341040688694;0.33928570822704096;2.853590934017533;1.0708644553315665;1.8066466530365213
7.8;0.39;0.42;2.0;0.086;9.0;21.0;0.99526;3.39;0.66;11.6;11.655234154658928;0.4285714081632663;7.674329368263161;1.0769203155889344;2.009523130113608
7.7;0.66;0.04;1.6;0.039;4.0;9.0;0.9962;3.4;0.47;9.4;9.435846781924532;0.44444439506173394;12.050973051973026;0.06060596877883518;1.606101579902048
7.5;0.52;0.4;2.2;0.06;12.0;20.0;0.99474;3.26;0.64;11.8;11.862384278922857;0.5999999700000015;10.666488891851802;0.7692292899436731;2.2116309672568035
9.3;0.49;0.36;1.7;0.081;3.0;14.0;0.99702;3.27;0.78;10.9;10.932568120430764;0.21428569897959293;9.629510746780904;0.73469237817882;1.705079431626816
8.5;0.655;0.49;6.1;0.122;34.0;151.0;1.001;3.31;1.14;9.3;9.290700009290703;0.22516556142274463;9.344185703395873;0.748090460930594;6.093900006093901
7.6;0.5;0.29;2.3;0.086;5.0;14.0;0.99502;3.32;0.62;11.5;11.557545016637839;0.3571428316326549;7.209218497459332;0.5799988400023199;2.3115090033275676
7.5;0.6;0.03;1.8;0.095;25.0;99.0;0.995;3.35;0.54;10.1;10.150743567091892;0.25252524997449244;5.684150693150599;0.049999916666805554;1.809043407996575
10.4;0.52;0.45;2.0;0.08;6.0;13.0;0.99774;3.22;0.76;11.4;11.42581090683855;0.4615384260355057;9.499881251484355;0.8653829511866323;2.004528229269921
9.4;0.4;0.31;2.2;0.09;13.0;62.0;0.9966;3.07;0.63;10.5;10.53581122234475;0.20967741597294492;6.99992222308641;0.7749980625048437;2.2075033037293763
12.6;0.41;0.54;2.8;0.103;19.0;41.0;0.99939;3.21;0.76;11.3;11.306885893509147;0.4634146228435458;7.378569140105436;1.3170699583659555;2.8017062390996115
8.1;0.29;0.36;2.2;0.048;35.0;53.0;0.995;3.27;1.01;12.4;12.462299032865294;0.6603773460306162;21.041228307743587;1.241375029741277;2.211053054218036
5.8;1.01;0.66;2.0;0.039;15.0;88.0;0.99357;3.66;0.6;11.5;11.574411894066957;0.170454543517562;15.384220917412373;0.6534646995399015;2.0129411989681665
8.1;0.545;0.18;1.9;0.08;13.0;35.0;0.9972;3.3;0.59;9.0;9.025261707519347;0.37142856081632686;7.374907813652329;0.3302746233493149;1.9053330271429731
11.6;0.23;0.57;1.8;0.074;3.0;8.0;0.9981;3.14;0.7;9.9;9.918835869315831;0.3749999531250059;9.45933163065364;2.478250094564806;1.8034247035119693
10.4;0.34;0.58;3.7;0.174;6.0;16.0;0.997;3.19;0.7;11.3;11.333990637923131;0.37499997656250145;4.0229653852564065;1.705877335654895;3.7111296779040344
6.9;0.41;0.33;2.2;0.081;22.0;36.0;0.9949;3.41;0.75;11.1;11.156888976893178;0.611111094135803;9.259144948827792;0.8048760856680839;2.211275292717567
6.1;0.34;0.25;1.8;0.084;4.0;28.0;0.99464;3.36;0.44;10.1;10.154417523508481;0.14285713775510223;5.2380328805609455;0.7352919550236617;1.8096981725064623
5.2;0.34;0.0;1.8;0.05;27.0;63.0;0.9916;3.68;0.79;14.0;14.118581969965742;0.4285714217687076;15.799684006319874;0.0;1.8152462532813096
8.6;0.315;0.4;2.2;0.079;3.0;6.0;0.99512;3.27;0.67;11.9;11.958344764104064;0.49999991666668053;8.48090530499614;1.269837238611941;2.210786426977222
8.2;0.5;0.35;2.9;0.077;21.0;127.0;0.9976;3.23;0.62;9.4;9.422604828984735;0.16535432940665884;8.051843482552174;0.6999986000027999;2.9069738302186945
8.9;0.22;0.48;1.8;0.077;29.0;60.0;0.9968;3.39;0.53;9.4;9.430167104567511;0.48333332527777795;6.88302749314944;2.1818082645078887;1.8057766795980341
10.3;0.41;0.42;2.4;0.213;6.0;14.0;0.9994;3.19;0.62;9.5;9.50569391065248;0.42857139795918586;2.910784456411003;1.024387745395743;2.4014384616385214
8.0;0.725;0.24;2.8;0.083;10.0;62.0;0.99685;3.35;0.56;10.0;10.031589475257586;0.16129031997918838;6.746906663775135;0.3310340261599639;2.808845053072124
6.3;0.36;0.19;3.2;0.075;15.0;39.0;0.9956;3.56;0.52;12.7;12.75611414612882;0.384615374753452;6.933240890121465;0.5277763117324675;3.2141389974497816
7.9;0.34;0.36;1.9;0.065;5.0;10.0;0.99419;3.27;0.54;11.2;11.265440946457973;0.499999950000005;8.307564499007707;1.0588204152340728;1.9111015891312633
8.6;0.47;0.47;2.4;0.074;7.0;29.0;0.9979;3.08;0.46;9.5;9.519982443148168;0.24137930202140337;6.2161322144295355;0.9999978723449525;2.4050481961637473
9.1;0.5;0.3;1.9;0.065;8.0;17.0;0.99774;3.32;0.71;10.5;10.523773203667083;0.47058820761245834;10.922908878324948;0.5999988000023999;1.9043018178064246
8.1;0.33;0.44;1.5;0.042;6.0;12.0;0.99542;3.35;0.61;10.7;10.74922068150059;0.4999999583333368;14.523463727054116;1.3333292929415366;1.506900095537466
6.9;0.74;0.03;2.3;0.054;7.0;16.0;0.99508;3.45;0.63;11.5;11.55684813598089;0.4374999726562517;11.666450621284792;0.04054048575610033;2.3113696271961777
10.6;0.42;0.48;2.7;0.065;5.0;18.0;0.9972;3.21;0.87;11.3;11.331717477218737;0.27777776234567986;13.384409470623527;1.1428544217751864;2.7075785122558043
10.3;0.32;0.45;6.4;0.073;5.0;13.0;0.9976;3.23;0.82;12.6;12.630300089915707;0.3846153550295881;11.232722839413158;1.406245605482483;6.415390521861947
7.4;0.41;0.24;1.8;0.066;18.0;47.0;0.9956;3.37;0.62;10.4;10.44595174171179;0.38297871525577204;9.393797063680852;0.5853644259404246;1.807953186065502
5.6;0.31;0.78;13.9;0.074;23.0;92.0;0.99677;3.39;0.48;10.5;10.534014332278927;0.24999999728260874;6.48639883244821;2.516120915738982;13.945028497016867
7.0;0.54;0.09;2.0;0.081;10.0;16.0;0.99479;3.43;0.59;11.5;11.560217171245016;0.6249999609375024;7.283860693077862;0.1666663580252629;2.010472551520872
12.8;0.615;0.66;5.8;0.083;7.0;42.0;1.0022;3.07;0.73;10.0;9.978038337618901;0.1666666626984128;8.795074758135444;1.0731689867170948;5.787262235818963
7.9;0.3;0.68;8.3;0.05;37.5;289.0;0.99316;3.01;0.51;12.3;12.384698956161186;0.12975778501813914;10.199796004079918;2.266659111136297;8.357154580173809
6.9;0.84;0.21;4.1;0.074;16.0;65.0;0.99842;3.53;0.72;9.23333333333333;9.247935823999425;0.24615384236686397;9.729598248672316;0.24999970238130667;4.106484138454619
8.6;0.49;0.28;1.9;0.11;20.0;136.0;0.9972;2.93;1.95;9.9;9.927787878271282;0.1470588224480969;17.727111571712985;0.5714274052501934;1.9053330271429731
9.9;0.59;0.07;3.4;0.102;32.0;71.0;1.00015;3.31;0.71;9.8;9.798520423416065;0.45070421900416596;6.960716071411064;0.11864386670531069;3.3994866775116956
6.7;0.41;0.43;2.8;0.076;22.0;54.0;0.99572;3.42;1.16;10.6;10.645552318370305;0.4074073998628259;15.262957066354389;1.0487779298099273;2.8120326878714015
8.4;0.56;0.04;2.0;0.082;10.0;22.0;0.9976;3.22;0.44;9.6;9.62308578279292;0.4545454338842984;5.365788222094852;0.07142844387777877;2.004809538081858
7.8;0.48;0.68;1.7;0.415;14.0;32.0;0.99656;3.09;1.06;9.1;9.131402894554371;0.4374999863281255;2.554210712745271;1.4166637152839268;1.7058664748068606
11.5;0.315;0.54;2.1;0.084;5.0;15.0;0.9987;2.98;0.7;9.2;9.21196634428122;0.3333333111111126;8.33323412816514;1.7142802721261206;2.102731448151148
6.8;0.59;0.1;1.7;0.063;34.0;53.0;0.9958;3.41;0.67;9.7;9.740902047698285;0.6415094218583128;10.634751829336043;0.1694912381504438;1.7071684001120704
7.6;0.48;0.31;2.8;0.07;4.0;15.0;0.99693;3.22;0.55;10.3;10.331708011888486;0.2666666488888901;7.857030613848373;0.6458319878500254;2.808619653717258
10.6;0.36;0.6;2.2;0.152;7.0;18.0;0.9986;3.04;1.06;9.4;9.413169023463826;0.3888888672839518;6.973638331326768;1.6666620370498972;2.2030821118745125
12.0;0.28;0.49;1.9;0.074;10.0;21.0;0.9976;2.98;0.66;9.9;9.9238072135052;0.47619045351474026;8.91879839461629;1.7499937500223213;1.9045690611777653
9.1;0.28;0.48;1.8;0.067;26.0;46.0;0.9967;3.32;1.04;10.6;10.63508514589631;0.5652173790170135;15.522156385725586;1.7142795918586005;1.8059578549635247
6.0;0.42;0.19;2.0;0.075;22.0;47.0;0.99522;3.39;0.78;10.0;10.048019485119385;0.46808509642372137;10.399861335182198;0.45237987528601126;2.009603897023877
9.3;0.33;0.45;1.5;0.057;19.0;37.0;0.99498;3.18;0.89;11.1;11.155991923463866;0.5135134996347703;15.613761162084876;1.3636322314174807;1.5075664761437655
8.1;0.72;0.09;2.8;0.084;18.0;49.0;0.9994;3.43;0.72;11.1;11.106652885078162;0.36734693127863405;8.571326531827001;0.12499982638913001;2.8016782052449414
6.8;0.64;0.1;2.1;0.085;18.0;101.0;0.9956;3.34;0.52;10.2;10.245068054371178;0.17821782001764536;6.117575087351913;0.15624975585975648;2.109278717076419
8.0;0.25;0.43;1.7;0.067;22.0;50.0;0.9946;3.38;0.6;11.9;11.96459685843871;0.4399999912000002;8.955090222533991;1.71999312002752;1.7092281226341013
8.7;0.41;0.41;6.2;0.078;25.0;42.0;0.9953;3.24;0.77;12.6;12.659486929079746;0.59523808106576;9.871668311944719;0.9999975609815587;6.229271346055113
8.0;0.18;0.37;0.9;0.049;36.0;109.0;0.99007;2.89;0.44;12.7;12.827362886096047;0.33027522632775025;8.979408583498296;2.055544135865912;0.9090257163375152
14.0;0.41;0.63;3.8;0.089;6.0;47.0;1.0014;3.01;0.81;10.8;10.7848903685936;0.12765957175192402;9.101021336838913;1.5365816180936147;3.794683648208859
12.4;0.49;0.58;3.0;0.103;28.0;99.0;1.0008;3.16;1.0;11.5;11.490795872506125;0.2828282799714315;9.708643605401889;1.1836710537325434;2.9975989232624674
7.4;0.635;0.1;2.4;0.08;16.0;33.0;0.99736;3.58;0.69;10.8;10.828576613683511;0.484848470156107;8.624892188847639;0.15748006696052447;2.4063503585963355
6.8;0.56;0.03;1.7;0.084;18.0;35.0;0.9968;3.44;0.63;10.0;10.032092664433522;0.5142856995918372;7.499910715348626;0.05357133290833408;1.7054557529536987
8.7;0.765;0.22;2.3;0.064;9.0;42.0;0.9963;3.1;0.55;9.4;9.434899693967989;0.2142857091836736;8.5936157247543;0.2875813234231066;2.3085392868219543
